1.7068,0
1.7096,5.6769e-05
1.7073,-0.0054188
1.7081,-0.00017368
1.7103,0.019794
1.7138,0.050261
1.7133,0.035242
1.7119,0.015067
1.7099,-0.0054741
1.7094,-0.008247
1.7094,-0.0072449
1.7071,-0.022653
1.7065,-0.023221
1.7049,-0.030283
1.7065,-0.017493
1.7071,-0.011546
1.7057,-0.018312
1.7054,-0.018141
1.7062,-0.011742
1.7072,-0.005207
1.7061,-0.010253
1.7051,-0.014687
1.7051,-0.013101
1.706,-0.0074565
1.708,0.0035721
1.7084,0.0050395
1.7087,0.0062033
1.708,0.0021309
1.7071,-0.0025135
1.706,-0.0077774
1.707,-0.002215
1.7073,-0.00043146
1.7069,-0.0021888
1.7062,-0.0057624
1.7066,-0.0030595
1.7077,0.0030255
1.7053,-0.009883
1.7065,-0.0023204
1.7057,-0.0062593
1.7047,-0.010874
1.7047,-0.0099358
1.7055,-0.0047403
1.7052,-0.0057042
1.7047,-0.0075372
1.7056,-0.002511
1.7069,0.0044952
1.7076,0.0078634
1.7069,0.0032689
1.709,0.013559
1.7094,0.014328
1.7088,0.0097264
1.7077,0.0031541
1.7066,-0.0027834
1.7062,-0.0045639
1.7068,-0.0012047
1.706,-0.0046718
1.7053,-0.0080184
1.7066,-0.00058313
1.7072,0.0024381
1.7083,0.0076829
1.7073,0.0018288
1.7062,-0.0037039
1.7072,0.0018254
1.7063,-0.0029717
1.7075,0.0033942
1.7081,0.0061129
1.707,6.5998e-05
1.7083,0.0063512
1.7071,-0.00038164
1.7063,-0.0041967
1.7069,-0.0010435
1.7072,0.00088886
1.7083,0.0061218
1.7087,0.0075067
1.7087,0.0067042
1.7091,0.0083782
1.708,0.0016532
1.7075,-0.0008686
1.7069,-0.0039176
1.7072,-0.0019484
1.7082,0.0035232
1.7084,0.004001
1.708,0.0016801
1.7097,0.010061
1.7083,0.0019849
1.7092,0.0062615
1.7098,0.0084533
1.7105,0.011168
1.7073,-0.0059807
1.7073,-0.0055209
1.7076,-0.0033407
1.706,-0.010866
1.7067,-0.0063587
1.7085,0.0035412
1.7085,0.0029469
1.7093,0.0069268
1.7085,0.0018979
1.7073,-0.0042058
1.7067,-0.0067317
1.7074,-0.002775
1.7064,-0.0075954
1.7067,-0.0054135
1.7077,0.00055662
1.7079,0.0015476
1.7075,-0.00098292
1.708,0.0019299
1.7083,0.0032799
1.7092,0.007476
1.7095,0.0083637
1.7103,0.011298
1.7103,0.010259
1.7103,0.0093747
1.7095,0.0040131
1.7095,0.003989
1.7098,0.0047182
1.7099,0.005111
1.7096,0.0030393
1.7102,0.0058336
1.7103,0.0057854
1.7089,-0.0022534
1.7106,0.006488
1.7103,0.0045373
1.7122,0.013713
1.7107,0.0046173
1.7107,0.0040965
1.7113,0.0067477
1.7108,0.0037629
1.7112,0.0053971
1.7111,0.0043249
1.7093,-0.0050963
1.7086,-0.0081828
1.7088,-0.0062994
1.7095,-0.0024367
1.7096,-0.0016196
1.7082,-0.0086659
1.7089,-0.0040854
1.7077,-0.0096885
1.7083,-0.0057607
1.7072,-0.010727
1.7058,-0.016679
1.7069,-0.0095914
1.7072,-0.0067818
1.7062,-0.011276
1.7065,-0.008552
1.7076,-0.0022874
1.7081,0.00046304
1.7082,0.00109
1.7091,0.0054268
1.7093,0.0057262
1.7099,0.0081252
1.7099,0.0076194
1.7099,0.006748
1.7104,0.0084414
1.7093,0.0023977
1.71,0.005269
1.71,0.0047166
1.7084,-0.0035525
1.709,-0.00012493
1.7077,-0.0067263
1.7073,-0.0082919
1.7076,-0.0060033
1.7062,-0.012498
1.7071,-0.0066453
1.7088,0.0027943
1.7089,0.003138
1.7097,0.0066852
1.7083,-0.00092907
1.7105,0.010067
1.7089,0.001096
1.709,0.0016865
1.711,0.011447
1.711,0.010586
1.7104,0.0059978
1.7079,-0.0071658
1.7052,-0.020142
1.7062,-0.01316
1.7054,-0.015752
1.7053,-0.014576
1.7046,-0.01638
1.7021,-0.027613
1.7021,-0.024636
1.702,-0.023046
1.7035,-0.013124
1.7033,-0.0128
1.7029,-0.013362
1.7047,-0.0029391
1.7041,-0.0058032
1.7056,0.0024391
1.7062,0.0055418
1.7063,0.0053552
1.707,0.0084519
1.7061,0.0030345
1.7076,0.010244
1.7069,0.0057485
1.7077,0.0092765
1.7086,0.012916
1.7089,0.01322
1.7086,0.010154
1.7091,0.011689
1.7099,0.014604
1.7074,0.00047276
1.7063,-0.0055161
1.7073,0.00047577
1.7072,2.3002e-05
1.706,-0.0065579
1.7062,-0.0046298
1.7065,-0.0027898
1.7092,0.011246
1.7096,0.012088
1.7098,0.011783
1.7105,0.014381
1.709,0.0052806
1.7098,0.0087048
1.7086,0.0019756
1.7075,-0.0041782
1.7068,-0.0068382
1.7071,-0.0048743
1.7081,0.0006461
1.7087,0.0038938
1.7089,0.0045343
1.7109,0.014207
1.711,0.013235
1.7115,0.014475
1.7086,-0.0019705
1.7072,-0.0087935
1.7081,-0.0033053
1.7071,-0.0081423
1.7062,-0.012088
1.7056,-0.013778
1.7073,-0.003476
1.7081,0.0010332
1.7057,-0.01168
1.7069,-0.0041034
1.7075,-0.00071397
1.7071,-0.0027898
1.7076,0.00031251
1.7094,0.0090902
1.7114,0.018357
1.7098,0.0082515
1.7106,0.011624
1.7104,0.0094468
1.7087,-0.00013129
1.7098,0.0053968
1.7099,0.0052358
1.712,0.0158
1.7106,0.0069959
1.7103,0.0048203
1.711,0.0076874
1.7082,-0.0072334
1.7057,-0.019139
1.7068,-0.011911
1.7065,-0.011918
1.7059,-0.013664
1.7052,-0.01623
1.7053,-0.013931
1.7066,-0.0056207
1.7072,-0.0022495
1.708,0.0020909
1.7083,0.0032247
1.7085,0.0039606
1.7079,0.00076372
1.7069,-0.0048202
1.7079,0.00094073
1.7082,0.0024834
1.7096,0.0095226
1.7102,0.011292
1.7088,0.0030235
1.7067,-0.0078906
1.7052,-0.014874
1.7041,-0.018757
1.7056,-0.0091627
1.7064,-0.004368
1.7057,-0.0075509
1.7067,-0.0014129
1.7074,0.0021267
1.7083,0.0063799
1.7082,0.0055766
1.7092,0.0096913
1.7104,0.015152
1.7109,0.015988
1.711,0.015082
1.7095,0.0058908
1.7102,0.0087129
1.71,0.0069239
1.7106,0.0092897
1.7092,0.00094635
1.7091,0.00043638
1.7098,0.0038626
1.7085,-0.0027747
1.7088,-0.0011241
1.7089,-0.00055823
1.7075,-0.0077225
1.7071,-0.0088543
1.7074,-0.0063324
1.7074,-0.0060393
1.7081,-0.0016738
1.7083,-0.00037905
1.7091,0.0038364
1.7094,0.0047644
1.708,-0.002998
1.7088,0.0013042
1.7086,0.00044001
1.7094,0.0042328
1.7081,-0.0027473
1.7068,-0.0090405
1.7076,-0.0038696
1.7079,-0.0020553
1.7072,-0.0053082
1.7063,-0.0093064
1.7053,-0.013311
1.7053,-0.012358
1.7071,-0.0018191
1.7065,-0.0045043
1.7058,-0.0078377
1.7051,-0.010593
1.7046,-0.012099
1.704,-0.013986
1.7031,-0.01669
1.7045,-0.0081818
1.7022,-0.019109
1.7026,-0.014841
1.7023,-0.014793
1.7041,-0.004346
1.7063,0.0072302
1.7076,0.013298
1.7068,0.007851
1.7059,0.0024865
1.7071,0.0081521
1.7077,0.010337
1.7076,0.0086322
1.7082,0.01103
1.7086,0.011997
1.7094,0.014798
1.7084,0.0081551
1.7075,0.0027065
1.7069,-0.00055788
1.7072,0.00090539
1.7086,0.0078063
1.7072,0.00031628
1.7062,-0.0047936
1.7056,-0.0076573
1.7032,-0.019062
1.7047,-0.0094727
1.7056,-0.0038443
1.7061,-0.00075954
1.7058,-0.0026046
1.7049,-0.006646
1.7063,0.0010877
1.7057,-0.0021263
1.705,-0.0054649
1.7064,0.0021666
1.707,0.0051884
1.7082,0.010583
1.7086,0.011541
1.7087,0.011086
1.7083,0.0079591
1.7087,0.0088231
1.7079,0.0042695
1.7083,0.005541
1.7086,0.0066063
1.7095,0.010285
1.7082,0.003039
1.7082,0.0026557
1.7087,0.004836
1.7097,0.0093187
1.7084,0.0019203
1.7072,-0.0044363
1.7081,0.00080084
1.7082,0.0011711
1.7093,0.0062566
1.708,-0.00070774
1.7068,-0.006976
1.7079,-0.00026351
1.7068,-0.0058306
1.7063,-0.0079555
1.7081,0.0022181
1.7097,0.010089
1.7104,0.012615
1.7091,0.0043398
1.708,-0.0015998
1.7082,-0.00019502
1.7069,-0.0070162
1.7077,-0.0021574
1.708,-0.00045666
1.7082,0.0008639
1.7089,0.0041679
1.7077,-0.0023033
1.7086,0.0024324
1.7074,-0.0039
1.7062,-0.0095035
1.7073,-0.0031365
1.7063,-0.0079007
1.7085,0.0042976
1.7088,0.0050394
1.7076,-0.0014105
1.7087,0.0042437
1.7089,0.0048393
1.7083,0.0012896
1.7087,0.003126
1.7058,-0.01186
1.7069,-0.0050589
1.7074,-0.0017585
1.7082,0.0021358
1.7072,-0.0029513
1.7061,-0.0084227
1.7075,-0.00016461
1.7083,0.0036612
1.707,-0.0030095
1.7074,-0.00058652
1.7084,0.0042803
1.7074,-0.00099007
1.7063,-0.0066897
1.706,-0.0075496
1.7065,-0.004104
1.7048,-0.012348
1.7041,-0.014617
1.7035,-0.016056
1.705,-0.0068956
1.7045,-0.0086883
1.7047,-0.0069833
1.7055,-0.0022609
1.7046,-0.0063186
1.7046,-0.0056935
1.7043,-0.0070721
1.7052,-0.0017535
1.7059,0.0024028
1.7049,-0.0029307
1.705,-0.0024642
1.7062,0.0039807
1.7067,0.0060516
1.7081,0.012398
1.7068,0.0049836
1.7082,0.011369
1.7069,0.0038306
1.7059,-0.0018421
1.7067,0.0023618
1.7054,-0.004306
1.7047,-0.0073459
1.7071,0.0052333
1.7061,-0.00022745
1.7073,0.0057542
1.7049,-0.0069354
1.7063,0.00081687
1.7055,-0.0031743
1.7061,-0.00010973
1.7073,0.0061352
1.7064,0.0010967
1.706,-0.0010201
1.7068,0.0030568
1.7072,0.0048133
1.7081,0.0087953
1.7084,0.0094214
1.7078,0.0053422
1.7067,-0.00086472
1.7064,-0.0021959
1.7057,-0.005381
1.705,-0.0085791
1.705,-0.0073015
1.7058,-0.0029163
1.7056,-0.0033197
1.7051,-0.0058308
1.7043,-0.0091208
1.7043,-0.007943
1.7053,-0.0020691
1.7068,0.0055148
1.7074,0.0079948
1.7062,0.0013238
1.7075,0.0074498
1.7066,0.002135
1.7071,0.0045889
1.708,0.0086168
1.7083,0.0090737
1.7092,0.012943
1.7096,0.013628
1.7084,0.006179
1.7093,0.010066
1.7093,0.0088931
1.7099,0.011497
1.71,0.010633
1.7101,0.009818
1.7107,0.012092
1.7105,0.0096827
1.711,0.011434
1.7096,0.0033621
1.7096,0.002737
1.7103,0.006257
1.709,-0.0011396
1.7094,0.001166
1.7081,-0.0058831
1.7068,-0.011525
1.7063,-0.01293
1.7067,-0.0098785
1.7057,-0.014013
1.7063,-0.0093308
1.7055,-0.012309
1.7053,-0.0123
1.7059,-0.0080606
1.7058,-0.0077056
1.7061,-0.0055518
1.706,-0.005425
1.7065,-0.0020021
1.7071,0.00088694
1.7069,-0.00021709
1.7071,0.00076699
1.7081,0.0057781
1.7072,0.00065972
1.7062,-0.0041184
1.7074,0.0021203
1.7078,0.0039855
1.7085,0.0073944
1.709,0.0087879
1.7106,0.016014
1.7112,0.017547
1.7113,0.016197
1.7112,0.014006
1.7114,0.013864
1.7109,0.0099791
1.7113,0.010948
1.7111,0.0087165
1.708,-0.0081648
1.7087,-0.0036076
1.7085,-0.00442
1.709,-0.0012845
1.7064,-0.01416
1.7053,-0.018217
1.7064,-0.011173
1.7054,-0.014687
1.7064,-0.0082513
1.7055,-0.0122
1.7061,-0.0080501
1.7059,-0.0078647
1.7055,-0.0094172
1.7062,-0.0046239
1.7069,-0.00067197
1.7046,-0.012165
1.706,-0.00416
1.7053,-0.0069895
1.7031,-0.0178
1.703,-0.016345
1.704,-0.0095436
1.7035,-0.011052
1.7031,-0.01195
1.7046,-0.003342
1.7041,-0.005396
1.7057,0.003509
1.7053,0.00074635
1.7059,0.0040731
1.7055,0.0014229
1.7071,0.0094829
1.7077,0.011517
1.7076,0.010005
1.7065,0.0030064
1.7061,0.00070895
1.704,-0.010062
1.7025,-0.016684
1.7037,-0.0087461
1.7032,-0.010183
1.7035,-0.0079601
1.703,-0.0096998
1.7037,-0.0047728
1.7037,-0.0042016
1.7046,0.00036855
1.7049,0.0018169
1.7058,0.0063042
1.7064,0.008644
1.7089,0.020685
1.7093,0.020761
1.7102,0.023102
1.7104,0.021732
1.7106,0.020296
1.7099,0.01466
1.7086,0.0068404
1.7095,0.01051
1.7098,0.010926
1.7086,0.0041074
1.7093,0.0070005
1.708,-0.00010046
1.7074,-0.0030404
1.7064,-0.0080222
1.7038,-0.020307
1.705,-0.012144
1.7043,-0.01462
1.7064,-0.0022716
1.7063,-0.00264
1.7073,0.0025875
1.7065,-0.0016507
1.707,0.00094655
1.7065,-0.001895
1.7055,-0.0066954
1.7065,-0.00074506
1.7069,0.0012344
1.706,-0.0032673
1.707,0.0022794
1.7091,0.012338
1.7087,0.009109
1.7081,0.0052374
1.7071,-0.00056144
1.708,0.0039892
1.7083,0.0052641
1.7073,-5.5484e-05
1.7063,-0.0050744
1.7066,-0.0035286
1.7076,0.0023964
1.7066,-0.0029799
1.7056,-0.0079446
1.7068,-0.00098329
1.7071,0.00052859
1.708,0.0049753
1.7071,-3.5347e-05
1.7058,-0.0065529
1.7068,-0.00069184
1.7073,0.0017939
1.7083,0.0068637
1.7073,0.000711
1.7077,0.0028259
1.7086,0.0071708
1.7075,0.00074453
1.7071,-0.0014384
1.706,-0.0068119
1.705,-0.011048
1.7077,0.003639
1.7082,0.0059691
1.7087,0.0078152
1.7079,0.0031975
1.7081,0.0037543
1.7089,0.0071695
1.7091,0.0075594
1.7094,0.0085433
1.7093,0.0072014
1.7088,0.0037615
1.7077,-0.0020495
1.7065,-0.0081262
1.7075,-0.0020551
1.7079,-0.00015071
1.7075,-0.0019208
1.708,0.00068313
1.7069,-0.0049967
1.7077,-0.00017562
1.7067,-0.005584
1.7064,-0.006147
1.7057,-0.0092649
1.7061,-0.0062272
1.7074,0.00099846
1.708,0.0036484
1.7081,0.004184
1.7086,0.0063663
1.7074,-0.00078875
1.7085,0.0050829
1.7087,0.0057804
1.7087,0.0047211
1.7109,0.015466
1.7107,0.01287
1.7098,0.0072797
1.7085,-0.00035595
1.7086,0.00027548
1.7093,0.0040491
1.7079,-0.0037343
1.7075,-0.0054428
1.7093,0.0043912
1.7092,0.0035832
1.7101,0.0075222
1.7095,0.0039993
1.7066,-0.011314
1.7063,-0.011749
1.7061,-0.011428
1.7057,-0.012424
1.7062,-0.0085602
1.7054,-0.011536
1.7058,-0.0082753
1.705,-0.011876
1.7062,-0.0042685
1.7069,-0.00055745
1.7065,-0.0021655
1.7055,-0.0070599
1.7052,-0.0079182
1.7059,-0.0036083
1.7064,-0.00090224
1.7062,-0.0019564
1.7052,-0.0064647
1.7064,2.9927e-05
1.7056,-0.0040373
1.706,-0.0012932
1.7073,0.0050387
1.7064,-5.4806e-06
1.7059,-0.0021474
1.7053,-0.0049946
1.7045,-0.0087159
1.7073,0.0064235
1.7078,0.0082792
1.7067,0.0019197
1.7063,-0.00029509
1.7067,0.001631
1.7066,0.00092892
1.7059,-0.002625
1.705,-0.0068761
1.7064,0.0006376
1.7054,-0.0041294
1.7067,0.0029149
1.7074,0.0061943
1.7077,0.0068735
1.7086,0.010522
1.7072,0.0026423
1.7083,0.0077775
1.7086,0.0086427
1.7086,0.0076611
1.7095,0.011274
1.7098,0.011779
1.709,0.0067127
1.7092,0.0068693
1.7093,0.0068451
1.71,0.00981
1.7101,0.0089814
1.7082,-0.0014036
1.7086,0.00076585
1.7072,-0.0062317
1.7077,-0.0031641
1.7065,-0.0092034
1.7075,-0.0031385
1.7064,-0.0081479
1.7061,-0.0091014
1.7066,-0.0057002
1.707,-0.0027618
1.7066,-0.0044772
1.7055,-0.0095495
1.7067,-0.002505
1.7073,0.00077009
1.7061,-0.0057426
1.7072,0.00064619
1.7063,-0.0042775
1.7059,-0.0059047
1.7064,-0.002344
1.7057,-0.005907
1.7056,-0.005603
1.705,-0.0080116
1.7056,-0.0043411
1.7067,0.001424
1.7068,0.0017782
1.7063,-0.00046147
1.7069,0.0024986
1.7071,0.0033233
1.7081,0.0077282
1.7069,0.0010796
1.7088,0.010502
1.7092,0.011537
1.7077,0.0028619
1.7073,0.00024478
1.7078,0.0030997
1.7091,0.0091915
1.7095,0.010204
1.7081,0.0021452
1.7088,0.0055573
1.7078,-0.00020919
1.7068,-0.0050344
1.7059,-0.0094498
1.705,-0.012823
1.7046,-0.013355
1.7042,-0.014472
1.7032,-0.017829
1.7059,-0.0021755
1.7052,-0.0056862
1.7046,-0.0084115
1.7053,-0.0038296
1.7068,0.0041178
1.706,-0.00043477
1.7068,0.0038944
1.706,-0.00068325
1.7051,-0.0050848
1.7065,0.002318
1.7072,0.0057289
1.7084,0.01156
1.7088,0.012144
1.7077,0.0054299
1.7073,0.0028803
1.7079,0.0055977
1.7055,-0.0070942
1.7061,-0.003186
1.7063,-0.0021483
1.7068,0.00084015
1.7055,-0.0058398
1.7044,-0.010734
1.7056,-0.0037466
1.7049,-0.006984
1.7061,-0.00014743
1.7069,0.0038166
1.7074,0.0061443
1.7083,0.010152
1.7087,0.010912
1.7096,0.014369
1.7084,0.0069142
1.7083,0.0058663
1.7078,0.0026263
1.7068,-0.0029304
1.7078,0.0027076
1.7083,0.0049049
1.7086,0.0057909
