%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetometer.x,field.magnetometer.y,field.magnetometer.z,field.pressure,field.temperature
1506925604887720017,34791,1506925604833364000,imu0,0.0,0.0,0.0,0.0,0.00558505360638,0.00279252680319,0.00698131700798,0.277855083333,-9.69223908333,-0.269682875,-0.625857142857,0.187,0.0394285714286,1006.24,0.0
1506925604887724324,34792,1506925604838364000,imu0,0.0,0.0,0.0,0.0,0.00488692190558,-0.00209439510239,0.00767944870878,0.269682875,-9.65137804167,-0.261510666667,-0.625857142857,0.187,0.0394285714286,1006.24,0.0
1506925604887728024,34793,1506925604843364000,imu0,0.0,0.0,0.0,0.0,0.00279252680319,0.0013962634016,0.00767944870878,0.318716125,-9.65955025,-0.269682875,-0.625857142857,0.187,0.0394285714286,1006.24,0.0
1506925604887733105,34794,1506925604848364000,imu0,0.0,0.0,0.0,0.0,-0.0013962634016,-0.000698131700798,0.00279252680319,0.277855083333,-9.64320583333,-0.269682875,-0.625857142857,0.187,0.0394285714286,1006.24,0.0
1506925604887740612,34795,1506925604853364000,imu0,0.0,0.0,0.0,0.0,0.00209439510239,0.0,0.00907571211037,0.261510666667,-9.610517,-0.2941995,-0.617857142857,0.183,0.0367142857143,1006.3,0.0
1506925604887744152,34796,1506925604858364000,imu0,0.0,0.0,0.0,0.0,0.00628318530718,-0.00209439510239,0.00767944870878,0.286027291667,-9.65955025,-0.269682875,-0.617857142857,0.183,0.0367142857143,1006.3,0.0
1506925604887841482,34797,1506925604863364000,imu0,0.0,0.0,0.0,0.0,0.00558505360638,-0.00349065850399,0.00628318530718,0.220649625,-9.635033625,-0.286027291667,-0.617857142857,0.183,0.0367142857143,1006.3,0.0
1506925604887850766,34798,1506925604868364000,imu0,0.0,0.0,0.0,0.0,0.00418879020479,-0.00209439510239,0.00837758040957,0.228821833333,-9.60234479167,-0.310543916667,-0.617857142857,0.183,0.0367142857143,1006.3,0.0
1506925604937800904,34799,1506925604873364000,imu0,0.0,0.0,0.0,0.0,0.00418879020479,-0.0013962634016,0.00698131700798,0.212477416667,-9.62686141667,-0.326888333333,-0.621857142857,0.185,0.037,1006.28,0.0
1506925604937814280,34800,1506925604878364000,imu0,0.0,0.0,0.0,0.0,0.000698131700798,0.00488692190558,0.00767944870878,0.236994041667,-9.65137804167,-0.277855083333,-0.621857142857,0.185,0.037,1006.28,0.0
1506925604937820574,34801,1506925604883364000,imu0,0.0,0.0,0.0,0.0,0.000698131700798,0.00349065850399,0.00698131700798,0.253338458333,-9.65137804167,-0.261510666667,-0.621857142857,0.185,0.037,1006.28,0.0
1506925604937842487,34802,1506925604888364000,imu0,0.0,0.0,0.0,0.0,0.000698131700798,0.00279252680319,0.010471975512,0.286027291667,-9.62686141667,-0.277855083333,-0.621857142857,0.185,0.037,1006.28,0.0
1506925604937846540,34803,1506925604893364000,imu0,0.0,0.0,0.0,0.0,0.00279252680319,-0.00279252680319,0.00698131700798,0.261510666667,-9.61868920833,-0.269682875,-0.626,0.187,0.0394285714286,1006.3,0.0
1506925604937858353,34804,1506925604898364000,imu0,0.0,0.0,0.0,0.0,0.0013962634016,0.00279252680319,0.00698131700798,0.261510666667,-9.62686141667,-0.261510666667,-0.626,0.187,0.0394285714286,1006.3,0.0
1506925604937861648,34805,1506925604903364000,imu0,0.0,0.0,0.0,0.0,0.0013962634016,0.0013962634016,0.00698131700798,0.236994041667,-9.586000375,-0.228821833333,-0.626,0.187,0.0394285714286,1006.3,0.0
1506925604937868879,34806,1506925604908364000,imu0,0.0,0.0,0.0,0.0,0.00349065850399,-0.00209439510239,0.00558505360638,0.220649625,-9.610517,-0.318716125,-0.626,0.187,0.0394285714286,1006.3,0.0
1506925604937873346,34807,1506925604913364000,imu0,0.0,0.0,0.0,0.0,0.00488692190558,-0.000698131700798,0.00488692190558,0.228821833333,-9.610517,-0.277855083333,-0.618,0.183142857143,0.0391428571429,1006.24,0.0
1506925604937895666,34808,1506925604918364000,imu0,0.0,0.0,0.0,0.0,0.00349065850399,-0.0013962634016,0.00628318530718,0.228821833333,-9.60234479167,-0.286027291667,-0.618,0.183142857143,0.0391428571429,1006.24,0.0
1506925604979892503,34809,1506925604923364000,imu0,0.0,0.0,0.0,0.0,0.00558505360638,0.00209439510239,0.00628318530718,0.228821833333,-9.67589466667,-0.269682875,-0.618,0.183142857143,0.0391428571429,1006.24,0.0
1506925604979900410,34810,1506925604928364000,imu0,0.0,0.0,0.0,0.0,0.00488692190558,0.000698131700798,0.00837758040957,0.302371708333,-9.635033625,-0.261510666667,-0.618,0.183142857143,0.0391428571429,1006.24,0.0
1506925604979908258,34811,1506925604933364000,imu0,0.0,0.0,0.0,0.0,0.00418879020479,0.0,0.00628318530718,0.318716125,-9.59417258333,-0.310543916667,-0.621857142857,0.187,0.037,1006.32,0.0
1506925604979912432,34812,1506925604938364000,imu0,0.0,0.0,0.0,0.0,0.0013962634016,-0.000698131700798,0.00279252680319,0.310543916667,-9.61868920833,-0.2941995,-0.621857142857,0.187,0.037,1006.32,0.0
1506925604979923398,34813,1506925604943364000,imu0,0.0,0.0,0.0,0.0,-0.000698131700798,0.00279252680319,0.00558505360638,0.310543916667,-9.66772245833,-0.24516625,-0.621857142857,0.187,0.037,1006.32,0.0
1506925604979926393,34814,1506925604948364000,imu0,0.0,0.0,0.0,0.0,0.00279252680319,-0.000698131700798,0.0111701072128,0.24516625,-9.66772245833,-0.24516625,-0.621857142857,0.187,0.037,1006.32,0.0
1506925604979932311,34815,1506925604953364000,imu0,0.0,0.0,0.0,0.0,0.00558505360638,-0.000698131700798,0.00977384381117,0.236994041667,-9.65137804167,-0.2941995,-0.619857142857,0.181,0.0367142857143,1006.26,0.0
1506925604979943402,34816,1506925604958364000,imu0,0.0,0.0,0.0,0.0,0.00558505360638,0.00279252680319,0.00558505360638,0.236994041667,-9.61868920833,-0.318716125,-0.619857142857,0.181,0.0367142857143,1006.26,0.0
1506925604979945753,34817,1506925604963364000,imu0,0.0,0.0,0.0,0.0,0.00209439510239,0.0013962634016,0.00837758040957,0.261510666667,-9.62686141667,-0.2941995,-0.619857142857,0.181,0.0367142857143,1006.26,0.0
1506925604979955129,34818,1506925604968364000,imu0,0.0,0.0,0.0,0.0,0.00558505360638,0.0,0.00837758040957,0.24516625,-9.61868920833,-0.261510666667,-0.619857142857,0.181,0.0367142857143,1006.26,0.0
1506925605037748866,34819,1506925604973364000,imu0,0.0,0.0,0.0,0.0,0.00558505360638,0.00349065850399,0.00488692190558,0.220649625,-9.59417258333,-0.261510666667,-0.624,0.187,0.0394285714286,1006.24,0.0
1506925605037826901,34820,1506925604978364000,imu0,0.0,0.0,0.0,0.0,0.000698131700798,0.00418879020479,0.00418879020479,0.261510666667,-9.64320583333,-0.24516625,-0.624,0.187,0.0394285714286,1006.24,0.0
1506925605037840931,34821,1506925604983364000,imu0,0.0,0.0,0.0,0.0,0.00209439510239,0.00209439510239,0.00628318530718,0.286027291667,-9.61868920833,-0.261510666667,-0.624,0.187,0.0394285714286,1006.24,0.0
1506925605037849099,34822,1506925604988364000,imu0,0.0,0.0,0.0,0.0,0.00488692190558,-0.0013962634016,0.00767944870878,0.236994041667,-9.60234479167,-0.277855083333,-0.624,0.187,0.0394285714286,1006.24,0.0
1506925605037854635,34823,1506925604993364000,imu0,0.0,0.0,0.0,0.0,0.00488692190558,-0.0013962634016,0.00977384381117,0.2941995,-9.586000375,-0.302371708333,-0.626,0.187,0.0394285714286,1006.24,0.0
1506925605037860298,34824,1506925604998364000,imu0,0.0,0.0,0.0,0.0,0.00628318530718,0.00418879020479,0.00698131700798,0.2941995,-9.635033625,-0.302371708333,-0.626,0.187,0.0394285714286,1006.24,0.0
1506925605037864817,34825,1506925605003364000,imu0,0.0,0.0,0.0,0.0,0.00279252680319,0.00488692190558,0.00698131700798,0.24516625,-9.61868920833,-0.24516625,-0.626,0.187,0.0394285714286,1006.24,0.0
1506925605037872856,34826,1506925605008364000,imu0,0.0,0.0,0.0,0.0,-0.0013962634016,-0.0013962634016,0.00837758040957,0.261510666667,-9.66772245833,-0.261510666667,-0.615857142857,0.183,0.0391428571429,1006.38,0.0
1506925605037899889,34827,1506925605013364000,imu0,0.0,0.0,0.0,0.0,0.00418879020479,-0.000698131700798,0.00628318530718,0.261510666667,-9.65137804167,-0.286027291667,-0.615857142857,0.183,0.0391428571429,1006.38,0.0
1506925605037915187,34828,1506925605018364000,imu0,0.0,0.0,0.0,0.0,0.00837758040957,0.00349065850399,0.00907571211037,0.277855083333,-9.65137804167,-0.261510666667,-0.615857142857,0.183,0.0391428571429,1006.38,0.0
1506925605087812383,34829,1506925605023364000,imu0,0.0,0.0,0.0,0.0,0.00558505360638,-0.00418879020479,0.00907571211037,0.286027291667,-9.635033625,-0.269682875,-0.615857142857,0.183,0.0391428571429,1006.38,0.0
1506925605087830498,34830,1506925605028364000,imu0,0.0,0.0,0.0,0.0,0.000698131700798,-0.0013962634016,0.010471975512,0.277855083333,-9.59417258333,-0.236994041667,-0.621857142857,0.185,0.037,1006.2,0.0
1506925605087854694,34831,1506925605033364000,imu0,0.0,0.0,0.0,0.0,0.00349065850399,-0.000698131700798,0.0118682389136,0.269682875,-9.59417258333,-0.277855083333,-0.621857142857,0.185,0.037,1006.2,0.0
1506925605087860538,34832,1506925605038364000,imu0,0.0,0.0,0.0,0.0,0.000698131700798,0.0,0.00907571211037,0.220649625,-9.55331154167,-0.286027291667,-0.621857142857,0.185,0.037,1006.2,0.0
1506925605087868550,34833,1506925605043364000,imu0,0.0,0.0,0.0,0.0,0.000698131700798,-0.0013962634016,0.00977384381117,0.212477416667,-9.65137804167,-0.286027291667,-0.621857142857,0.185,0.037,1006.2,0.0
1506925605087877162,34834,1506925605048364000,imu0,0.0,0.0,0.0,0.0,0.00209439510239,-0.000698131700798,0.00907571211037,0.228821833333,-9.66772245833,-0.310543916667,-0.623857142857,0.187,0.0345714285714,1006.2,0.0
1506925605087884446,34835,1506925605053364000,imu0,0.0,0.0,0.0,0.0,0.00558505360638,-0.0013962634016,0.00628318530718,0.236994041667,-9.69223908333,-0.277855083333,-0.623857142857,0.187,0.0345714285714,1006.2,0.0
1506925605087889449,34836,1506925605058364000,imu0,0.0,0.0,0.0,0.0,0.00837758040957,0.00349065850399,0.00558505360638,0.24516625,-9.56965595833,-0.269682875,-0.623857142857,0.187,0.0345714285714,1006.2,0.0
1506925605087893998,34837,1506925605063364000,imu0,0.0,0.0,0.0,0.0,0.00628318530718,0.00209439510239,0.00349065850399,0.277855083333,-9.60234479167,-0.228821833333,-0.623857142857,0.187,0.0345714285714,1006.2,0.0
1506925605087941477,34838,1506925605068364000,imu0,0.0,0.0,0.0,0.0,-0.0013962634016,-0.00209439510239,0.00558505360638,0.286027291667,-9.610517,-0.310543916667,-0.623857142857,0.185,0.037,1006.1,0.0
1506925605137638020,34839,1506925605073364000,imu0,0.0,0.0,0.0,0.0,0.00279252680319,-0.00209439510239,0.00767944870878,0.286027291667,-9.586000375,-0.261510666667,-0.623857142857,0.185,0.037,1006.1,0.0
1506925605137646000,34840,1506925605078364000,imu0,0.0,0.0,0.0,0.0,0.00349065850399,0.00418879020479,0.00837758040957,0.212477416667,-9.610517,-0.2941995,-0.623857142857,0.185,0.037,1006.1,0.0
1506925605137672820,34841,1506925605083364000,imu0,0.0,0.0,0.0,0.0,0.00698131700798,0.00209439510239,0.00907571211037,0.187960791667,-9.610517,-0.286027291667,-0.623857142857,0.185,0.037,1006.1,0.0
1506925605137750955,34842,1506925605088364000,imu0,0.0,0.0,0.0,0.0,0.00488692190558,-0.00418879020479,0.00698131700798,0.163444166667,-9.684066875,-0.286027291667,-0.623857142857,0.187,0.037,1006.18,0.0
1506925605137762498,34843,1506925605093364000,imu0,0.0,0.0,0.0,0.0,0.00349065850399,0.00209439510239,0.00488692190558,0.204305208333,-9.62686141667,-0.302371708333,-0.623857142857,0.187,0.037,1006.18,0.0
1506925605137771226,34844,1506925605098364000,imu0,0.0,0.0,0.0,0.0,0.00418879020479,0.00279252680319,0.00488692190558,0.196133,-9.62686141667,-0.286027291667,-0.623857142857,0.187,0.037,1006.18,0.0
1506925605137775388,34845,1506925605103364000,imu0,0.0,0.0,0.0,0.0,0.00837758040957,-0.000698131700798,-0.00279252680319,0.253338458333,-9.59417258333,-0.253338458333,-0.623857142857,0.187,0.037,1006.18,0.0
1506925605137782070,34846,1506925605108364000,imu0,0.0,0.0,0.0,0.0,0.00698131700798,0.000698131700798,0.00558505360638,0.2941995,-9.59417258333,-0.228821833333,-0.619857142857,0.183,0.0391428571429,1006.2,0.0
1506925605137796044,34847,1506925605113364000,imu0,0.0,0.0,0.0,0.0,0.00628318530718,0.00279252680319,0.00698131700798,0.335060541667,-9.66772245833,-0.277855083333,-0.619857142857,0.183,0.0391428571429,1006.2,0.0
1506925605137829016,34848,1506925605118364000,imu0,0.0,0.0,0.0,0.0,0.0,0.00349065850399,0.00698131700798,0.277855083333,-9.69223908333,-0.302371708333,-0.619857142857,0.183,0.0391428571429,1006.2,0.0
1506925605187691697,34849,1506925605123364000,imu0,0.0,0.0,0.0,0.0,0.00279252680319,0.0,0.00209439510239,0.236994041667,-9.635033625,-0.261510666667,-0.619857142857,0.183,0.0391428571429,1006.2,0.0
1506925605187704903,34850,1506925605128364000,imu0,0.0,0.0,0.0,0.0,0.00418879020479,-0.00488692190558,0.00418879020479,0.24516625,-9.59417258333,-0.286027291667,-0.621714285714,0.187,0.0394285714286,1006.12,0.0
1506925605187713498,34851,1506925605133364000,imu0,0.0,0.0,0.0,0.0,0.0,0.000698131700798,0.00279252680319,0.253338458333,-9.65955025,-0.318716125,-0.621714285714,0.187,0.0394285714286,1006.12,0.0
1506925605187718820,34852,1506925605138364000,imu0,0.0,0.0,0.0,0.0,0.00418879020479,0.000698131700798,0.00349065850399,0.24516625,-9.67589466667,-0.261510666667,-0.621714285714,0.187,0.0394285714286,1006.12,0.0
1506925605187722722,34853,1506925605143364000,imu0,0.0,0.0,0.0,0.0,0.00837758040957,0.00209439510239,0.00349065850399,0.302371708333,-9.72492791667,-0.236994041667,-0.621714285714,0.187,0.0394285714286,1006.12,0.0
1506925605187736031,34854,1506925605148364000,imu0,0.0,0.0,0.0,0.0,0.00767944870878,-0.00209439510239,0.00349065850399,0.375921583333,-9.67589466667,-0.228821833333,-0.626,0.187,0.0394285714286,1006.18,0.0
1506925605187772084,34855,1506925605153364000,imu0,0.0,0.0,0.0,0.0,0.0013962634016,0.000698131700798,0.00698131700798,0.392266,-9.635033625,-0.261510666667,-0.626,0.187,0.0394285714286,1006.18,0.0
1506925605187778223,34856,1506925605158364000,imu0,0.0,0.0,0.0,0.0,0.0,0.0,0.00698131700798,0.375921583333,-9.67589466667,-0.220649625,-0.626,0.187,0.0394285714286,1006.18,0.0
1506925605187782428,34857,1506925605163364000,imu0,0.0,0.0,0.0,0.0,-0.00209439510239,-0.000698131700798,0.00977384381117,0.2941995,-9.635033625,-0.261510666667,-0.626,0.187,0.0394285714286,1006.18,0.0
1506925605187788254,34858,1506925605168364000,imu0,0.0,0.0,0.0,0.0,0.00488692190558,-0.000698131700798,0.0160570291183,0.2941995,-9.64320583333,-0.269682875,-0.62,0.185,0.0368571428571,1006.32,0.0
1506925605237567389,34859,1506925605173364000,imu0,0.0,0.0,0.0,0.0,0.00558505360638,-0.0013962634016,0.013962634016,0.24516625,-9.61868920833,-0.286027291667,-0.62,0.185,0.0368571428571,1006.32,0.0
